,sentence,sentence_preprocessed,sentence_length,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context
161,動物主角選拔賽冠軍得主揭曉狗醫生JOJO成為星球動物親善大使,動物 主角 選拔賽 冠軍 得主 揭曉 狗醫生 JOJO 成為 星球 動物 親善大使,12,"{'High': 6, 'Low': 6}","{'Unknown': 6, '第4級': 1, '第5級': 2, '第6級': 2, '第7級': 1}",4,Y,Y
162,【記者王靖媛報導】有線電視「動物星球頻道」主辦的「動物主角選拔賽」，冠軍得主揭曉，拉不拉多犬ＪＯＪＯ以壓倒性的票數登上冠軍寶座，成為動物星球頻道臺灣區親善大使。,記者 王靖媛 報導 有線電視 動物 星球 頻道 主辦 的 動物 主角 選拔賽 冠軍 得主 揭曉 拉不拉多犬 ＪＯＪＯ 以 壓倒性 的 票數 登上 冠軍 寶座 成為 動物 星球 頻道 臺灣區 親善大使,30,"{'High': 19, 'Low': 11}","{'第4級': 2, 'Unknown': 13, '第5級': 6, '第6級': 6, '第1級': 2, '第7級': 1}",8,Y,Y
163,ＪＯＪＯ今年七歲，是受過專業訓練的「狗醫生」，平常ＪＯＪＯ的工作是走訪醫院，陪伴精神病患，而牠友善、溫和的個性，也獲得許多小病人的友誼。,ＪＯＪＯ 今年 七 歲 是 受 過 專業 訓練 的 狗 醫生 平常 ＪＯＪＯ 的 工作 是 走訪 醫院 陪伴 精神病患 而 牠 友善 溫和 的 個性 也 獲得 許多 小 病人 的 友誼,34,"{'Low': 4, 'High': 30}","{'Unknown': 3, '第1級': 13, '第4級': 5, '第1*級': 1, '第2級': 4, '第7級': 1, '第5級': 6, '第3*級': 1}",3,Y,Y
164,除了是盡責的「狗醫生」外，ＪＯＪＯ還有一項專長，那就是「數數」，不過當然只限於簡單的「加法」，只要主人出一道考題，牠就會以「汪汪」叫的次數，答出答案。,除了 是 盡責 的 狗醫生 外 ＪＯＪＯ 還 有 一 項 專長 那 就 是 數數 不過 當然 只 限於 簡單 的 加法 只要 主人 出 一 道 考題 牠 就 會 以 汪汪 叫 的 次數 答出 答案,39,"{'High': 31, 'Low': 8}","{'第3*級': 3, '第1級': 13, '第7級': 1, 'Unknown': 9, '第5級': 4, '第2級': 3, '第1*級': 3, '第6級': 1, '第3級': 1, '第4級': 1}",2,Y,Y
165,在獲選為動物星球頻道的親善大使後，ＪＯＪＯ未來還將躍上螢幕，拍攝公益短片。,在 獲選為 動物 星球 頻道 的 親善大使 後 ＪＯＪＯ 未來 還 將 躍上 螢幕 拍攝 公益 短片,17,"{'High': 11, 'Low': 6}","{'第1*級': 1, 'Unknown': 7, '第6級': 3, '第1級': 2, '第4級': 1, '第5級': 3}",3,N,Y
166,跨世紀臺北捷運載客爆天量,跨 世紀 臺北 捷運 載客 爆天量,6,"{'High': 4, 'Low': 2}","{'第5級': 1, '第4級': 1, 'Unknown': 3, '第3級': 1}",1,N,Y
167,【本報訊】「寸步難行」已經不夠形容三十一日晚至元旦凌晨臺北捷運列車內的擁擠，用「寸地難立」或許才能表達。跨世紀之夜，臺北捷運系統不收班，從前天早上六點至昨早六點，創下一百四十四萬七千餘人次的天量，比去年「千禧夜」多出近五十萬人。,本報訊 寸步難行 已經 不 夠 形容 三十一日 晚 至 元旦 凌晨 臺北 捷運 列車 內 的 擁擠 用 寸地難立 或許 才 能 表達 跨 世紀 之 夜 臺北 捷運 系統 不 收班 從 前天 早上 六點 至 昨早 六點 創下 一百四十四萬七千餘 人次 的 天量 比 去年 千禧夜 多出 近 五十萬 人,51,"{'High': 43, 'Low': 8}","{'Unknown': 16, '第2級': 3, '第1級': 8, '第1*級': 6, '第4*級': 3, '第5級': 5, '第6級': 4, '第3級': 3, '第4級': 2, '第3*級': 1}",7,Y,Y
168,臺北捷運公司總經理陳椿亮形容，捷運系統前天晚上至昨天凌晨的盛況，只能用「時間跨世紀、運量跨世紀、擁擠程度也跨世紀」來形容。他還預估，到一日午夜捷運收班為止，運量可望突破兩百五十萬人次。,臺北 捷運 公司 總經理 陳椿亮 形容 捷運 系統 前天 晚上 至 昨天 凌晨 的 盛況 只 能 用 時間 跨 世紀 運量 跨 世紀 擁擠 程度 也 跨 世紀 來 形容 他 還 預估 到 一日 午夜 捷運 收班 為止 運量 可望 突破 兩百五十萬 人次,45,"{'High': 40, 'Low': 5}","{'Unknown': 9, '第3級': 3, '第2級': 1, '第4*級': 2, '第5級': 8, '第1*級': 3, '第1級': 9, '第6級': 4, '第7級': 2, '第4級': 3, '第3*級': 1}",3,Y,Y
169,由於前晚至昨天凌晨，大臺北地區有多場大型跨年慶祝晚會，捷運淡水站的人潮甚至到昨天清晨六點才紓解。其間，這些車站及捷運臺北車站、中正紀念堂等站由於人潮太多，紛紛在部分出入口採取「只出不進」、「只進不出」、「限量通行」等方式實施人潮管制，並發售紙票加快人潮紓解速度。,由於 前晚 至 昨天 凌晨 大臺北 地區 有 多 場 大型 跨年 慶祝 晚會 捷運 淡水站 的 人潮 甚至 到 昨天 清晨 六點 才 紓解 其間 這些 車站 及 捷運 臺北 車站 中正 紀念堂 等 站 由於 人潮 太多 紛紛 在 部分 出入口 採取 只 出 不 進 只 進 不 出 限量 通行 等 方式 實施 人潮 管制 並 發售 紙票 加快 人潮 紓解 速度,66,"{'High': 59, 'Low': 7}","{'第4*級': 5, 'Unknown': 16, '第5級': 10, '第1級': 8, '第6級': 7, '第4級': 2, '第2級': 3, '第3級': 2, '第2*級': 2, '第3*級': 3, '第1*級': 8}",4,Y,Y
170,由於人潮爆天量，使得列車每班都被大量的旅客擠爆，在凌晨零時前後，車內完全沒有站立的空間，甚至有旅客「懸空站立」，手表及行動電話也被擠掉，讓下游車站候車的旅客根本上不了車。,由於 人潮 爆天量 使得 列車 每 班 都 被 大量 的 旅客 擠爆 在 凌晨 零時 前後 車 內 完全 沒有 站立 的 空間 甚至 有 旅客 懸空 站立 手表 及 行動電話 也 被 擠掉 讓 下游 車站 候車 的 旅客 根本 上不了 車,44,"{'High': 34, 'Low': 10}","{'第4*級': 4, '第5級': 6, 'Unknown': 11, '第6級': 3, '第1*級': 2, '第2級': 4, '第1級': 9, '第3級': 1, '第3*級': 1, '第4級': 1, '第2*級': 2}",3,Y,Y
171,描繪自然北縣弱勢學生展身手,描繪 自然 北縣 弱勢 學生 展 身手,7,{'High': 7},"{'第5級': 1, '第3*級': 1, 'Unknown': 2, '第6級': 1, '第1級': 1, '第7級': 1}",0,Y,Y
172,【記者楊昭瑾報導】臺北縣政府公共空間美展即日起到二月二十五日，展出「鍾愛自然」兒童主題畫展，其中，最有趣的是新埔國小小朋友，將校園修剪下來的廢棄樹幹等素材，鋸成一小片一小片的迷你小貼片，仿馬賽克的效果，拼貼成原野間的小屋，滿地落英繽紛，令人嚮往。,記者 楊昭瑾 報導 臺北縣 政府 公共 空間 美展 即日 起 到 二月 二十五日 展出 鍾愛 自然 兒童 主題 畫展 其中 最 有趣 的 是 新埔 國小 小朋友 將 校園 修剪 下來 的 廢棄 樹幹 等 素材 鋸成 一 小 片 一 小 片 的 迷你 小 貼片 仿 馬賽克 的 效果 拼貼成 原野 間 的 小屋 滿 地 落英 繽紛 令 人 嚮往,63,"{'High': 44, 'Low': 19}","{'第4級': 6, 'Unknown': 19, '第5級': 4, '第3*級': 5, '第1級': 13, '第7級': 3, '第1*級': 1, '第3級': 3, '第2級': 3, '第6級': 5, '第4*級': 1}",6,Y,Y
173,承辦的五華國小輔導主任吳望如說，這次共計展出一百三十多件學生作品，其中有二十三件是身心障礙學童的創作，另外有七十九件是各鄉鎮市接受臺北縣家扶中心扶助兒童的創作。對於有機會能大展身手，孩子、老師及家長都很珍惜，縣府預定元月五日頒獎。,承辦 的 五華 國小 輔導 主任 吳望如 說 這 次 共計 展出 一百三十多 件 學生 作品 其中 有 二十三 件 是 身心 障礙 學童 的 創作 另外 有 七十九 件 是 各 鄉 鎮 市 接受 臺北縣 家扶 中心 扶助 兒童 的 創作 對於 有 機會 能 大展 身手 孩子 老師 及 家長 都 很 珍惜 縣府 預定 元月 五日 頒獎,61,"{'High': 54, 'Low': 7}","{'第7級': 2, '第1級': 15, 'Unknown': 16, '第3*級': 2, '第5級': 11, '第4級': 4, '第2級': 3, '第1*級': 4, '第3級': 2, '第2*級': 1, '第6級': 1}",5,Y,Y
174,此外，以「鍾愛自然」為主題向各國小徵件，共選出三十六件巨幅作品，都各有特色。,此外 以 鍾愛 自然 為 主題 向 各 國小 徵 件 共 選出 三十六 件 巨幅 作品 都 各 有 特色,21,"{'High': 19, 'Low': 2}","{'第5級': 2, '第7級': 1, '第3*級': 2, 'Unknown': 6, '第4級': 2, '第2級': 3, '第1*級': 3, '第1級': 2}",1,N,N
175,北市五年內提升學生體適能,北市 五 年 內 提升 學生 體適能,7,"{'High': 6, 'Low': 1}","{'Unknown': 2, '第1級': 3, '第3級': 1, '第6級': 1}",1,Y,Y
176,【記者林淑美報導】新年新氣象，臺北市教育局今年起連續五年，將展開提升學生體適能計畫，營造全方位的運動環境和文化，強化學生體適能社會支持體系，使學生養成規律運動習慣，讓臺北市中小學生改變「有體重，無體能」的狀況，展現良好體能的新風貌。,記者 林淑美 報導 新年 新 氣象 臺北市 教育局 今年 起 連續 五 年 將 展開 提升 學生 體適能 計畫 營造 全方位 的 運動 環境 和 文化 強化 學生 體適能 社會 支持 體系 使 學生 養成 規律 運動 習慣 讓 臺北市 中小學生 改變 有 體重 無 體能 的 狀況 展現 良好 體能 的 新 風貌,54,"{'High': 49, 'Low': 5}","{'第4級': 3, 'Unknown': 10, '第5級': 9, '第2*級': 1, '第1級': 12, '第4*級': 4, '第3*級': 2, '第6級': 5, '第2級': 4, '第1*級': 2, '第3級': 1, '第7級': 1}",8,Y,Y
177,教育局表示，將臺北市十歲到十八歲年齡層的男、女學生體適能施測結果和全國常模相對照後，其中男、女生瞬發力的百分等級都在百分之五十以下，代表臺北市學生體能普遍欠佳；身體質量指數則都在百分之五十以上，代表學生的體重普遍偏重。,教育局 表示 將 臺北市 十 歲 到 十八 歲 年齡層 的 男 女 學生 體適能 施測 結果 和 全 國 常模 相 對照 後 其中 男 女生 瞬發力 的 百 分 等級 都 在 百分之五十 以下 代表 臺北市 學生 體能 普遍 欠佳 身體 質量 指數 則 都 在 百分之五十 以上 代表 學生 的 體重 普遍 偏重,56,"{'High': 47, 'Low': 9}","{'Unknown': 14, '第4*級': 2, '第5級': 2, '第1級': 16, '第6級': 4, '第1*級': 6, '第3*級': 4, '第2級': 1, '第2*級': 1, '第4級': 4, '第7級': 2}",8,Y,Y
178,教育局把提升學生體適能的目標列為新世紀教育願景之一，現階段將以五年為期，鼓勵師生養成規律運動的習慣，每週在體育課外還能運動三次，每次至少運動半小時以上，而且心跳視個人狀況能夠達到一百三十次左右。,教育局 把 提升 學生 體適能 的 目標 列為 新 世紀 教育 願景 之 一 現階段 將 以 五 年 為期 鼓勵 師生 養成 規律 運動 的 習慣 每 週 在 體育課 外 還 能 運動 三 次 每 次 至少 運動 半 小時 以上 而且 心跳 視 個人 狀況 能夠 達到 一百三十 次 左右,54,"{'High': 49, 'Low': 5}","{'Unknown': 9, '第2級': 5, '第6級': 5, '第1級': 11, '第4級': 5, '第3級': 3, '第5級': 6, '第1*級': 7, '第3*級': 2, '第4*級': 1}",5,Y,Y
179,明日之星,明日 之 星,3,{'High': 3},"{'第5級': 2, 'Unknown': 1}",0,N,Y
180,臺北市婦幼醫院昨天舉辦「千禧龍兒會市長」活動，臺北市長馬英九抱著去年出生滿週歲的雙胞胎千禧兒切蛋糕慶生，並進行有趣的抓週，希望能從中發掘最有架勢的「市長接班人」。,臺北市 婦幼 醫院 昨天 舉辦 千禧龍 兒 會 市長 活動 臺北 市長 馬英九 抱 著 去年 出生 滿 週歲 的 雙胞胎 千禧兒 切 蛋糕 慶生 並 進行 有趣 的 抓週 希望 能 從中 發掘 最 有 架勢 的 市長 接班人,40,"{'High': 31, 'Low': 9}","{'Unknown': 16, '第2級': 3, '第1級': 6, '第4級': 3, '第1*級': 3, '第3*級': 1, '第3級': 2, '第5級': 2, '第2*級': 1, '第4*級': 1, '第6級': 1, '第7級': 1}",6,Y,Y
181,訪溪湖糖廠親子興致高,訪 溪湖 糖廠 親子 興致 高,6,"{'High': 3, 'Low': 3}","{'第4級': 1, 'Unknown': 2, '第5級': 1, '第6級': 1, '第1級': 1}",0,N,Y
182,【記者張彩鳳報導】提起冰淇淋，糖廠的冰淇淋是口碑最好的了！現代小朋友已經很難想像糖是如何生產的，彰化縣溪湖糖廠昨天舉辦難得的「製糖之旅」，吸引不少親子參加。此外，由於近年糖廠多角化經營，栽培蘭花，小朋友也進行一場難得的蘭花之旅。,記者 張彩鳳 報導 提起 冰淇淋 糖廠 的 冰淇淋 是 口碑 最 好 的 了 現代 小朋友 已經 很 難 想像 糖 是 如何 生產 的 彰化縣 溪湖 糖廠 昨天 舉辦 難得 的 製糖 之 旅 吸引 不少 親子 參加 此外 由於 近年 糖廠 多角化 經營 栽培 蘭花 小朋友 也 進行 一 場 難得 的 蘭花 之 旅,57,"{'High': 45, 'Low': 12}","{'第4級': 5, 'Unknown': 15, '第5級': 8, '第2*級': 3, '第1級': 11, '第6級': 2, '第1*級': 1, '第3*級': 1, '第2級': 5, '第4*級': 4, '第7級': 2}",7,Y,Y
183,溪湖糖廠至今建廠八十年，早期製糖業興盛時，為國家賺進大筆外匯，但隨著工業化的發展，製糖業逐漸沒落，溪湖糖廠也經營蘭花栽培，近年來也有不錯的成錯，加上糖廠各冰品一年四季都吸引觀光客，儼然成為觀光勝地。,溪湖 糖廠 至今 建廠 八十 年 早期 製糖業 興盛 時 為 國家 賺進 大 筆 外匯 但 隨著 工業化 的 發展 製糖業 逐漸 沒落 溪湖 糖廠 也 經營 蘭花 栽培 近年 來 也 有 不錯 的 成錯 加上 糖廠 各 冰品 一 年 四 季 都 吸引 觀光客 儼然 成為 觀光 勝地,52,"{'Low': 15, 'High': 37}","{'Unknown': 16, '第1級': 12, '第7級': 4, '第3*級': 1, '第1*級': 3, '第6級': 3, '第2級': 2, '第5級': 4, '第4級': 5, '第3級': 2}",4,Y,Y
184,青少年完成溜直排輪環臺壯舉陳總統接見 勉智、體育並重,青少年 完成 溜 直排輪 環 臺 壯舉 陳 總統 接見 勉 智 體育 並重,14,"{'High': 8, 'Low': 6}","{'第4級': 2, '第4*級': 1, '第6級': 3, 'Unknown': 6, '第2級': 1, '第5級': 1}",2,Y,Y
185,【記者夏成淵報導】陳水扁總統昨天接見「用腳愛臺灣、環臺成年禮」的青少年，對他們以堅忍不拔的毅力，用七天時間完成溜直排輪環臺的壯舉，表達恭喜之意，並且期勉青少年重視智育與體育的平衡。,記者 夏成淵 報導 陳水扁 總統 昨天 接見 用 腳 愛 臺灣 環 臺 成年禮 的 青少年 對 他們 以 堅忍不拔 的 毅力 用 七 天 時間 完成 溜 直排輪 環 臺 的 壯舉 表達 恭喜 之 意 並且 期勉 青少年 重視 智育 與 體育 的 平衡,46,"{'High': 36, 'Low': 10}","{'第4級': 7, 'Unknown': 9, '第5級': 5, '第1級': 15, '第6級': 5, '第2級': 2, '第4*級': 3}",7,Y,Y
186,陳總統表示，這群青少年經歷了一場身體與智慧的洗禮，成功的以活力展現成長的過程與精神，正是全體國人學習效法的好榜樣。,陳 總統 表示 這 群 青少年 經歷 了 一 場 身體 與 智慧 的 洗禮 成功 的 以 活力 展現 成長 的 過程 與 精神 正 是 全體 國人 學習 效法 的 好 榜樣,34,"{'High': 31, 'Low': 3}","{'Unknown': 4, '第4級': 4, '第4*級': 4, '第1級': 7, '第5級': 5, '第2級': 2, '第1*級': 1, '第7級': 1, '第3*級': 3, '第6級': 3}",1,Y,Y
187,陳總統又說，這項活動是體力與智慧的平衡，平衡的藝術不僅是成長過程需要的，在治國的理念中，也需要平衡的藝術。,陳 總統 又 說 這 項 活動 是 體力 與 智慧 的 平衡 平衡 的 藝術 不僅 是 成長 過程 需要 的 在 治國 的 理念 中 也 需要 平衡 的 藝術,32,"{'High': 31, 'Low': 1}","{'Unknown': 3, '第4級': 5, '第1*級': 2, '第1級': 10, '第5級': 6, '第2級': 3, '第4*級': 1, '第6級': 2}",0,Y,Y
188,中縣托兒所將可設安親班,中縣 托兒所 將 可 設 安親班,6,"{'Low': 2, 'High': 4}","{'Unknown': 4, '第5級': 1, '第4*級': 1}",2,Y,Y
189,【記者張彩鳳報導】臺中縣「托兒機構設置標準與設立辦法」昨天正式公告施行，這項新辦法將幼保人員配置比例大幅提高，讓兒童在托兒機構中更有保障，也能受到更好的照顧。,記者 張彩鳳 報導 臺中縣 托兒 機構 設置 標準 與 設立 辦法 昨天 正式 公告 施行 這 項 新 辦法 將 幼保 人員 配置 比例 大幅 提高 讓 兒童 在 托兒 機構 中 更 有 保障 也 能 受到 更 好 的 照顧,42,"{'High': 37, 'Low': 5}","{'第4級': 3, 'Unknown': 9, '第5級': 9, '第6級': 4, '第3*級': 2, '第4*級': 2, '第2級': 3, '第1級': 6, '第7級': 1, '第1*級': 2, '第3級': 1}",2,Y,Y
190,臺中縣府表示，這項新辦法最大的特色有：將校外課後安親班也納入托兒機構管理，收托國小課後學童，亦即托兒所也可以附設安親班。為提升托兒品質，將原來每十五到三十名幼兒配置一位保育人員或助理保育人員比例，降為十到二十人應配置保育人員一人。明定各公私立托兒機構內專辦衛生人員，應接受衛生機關辦理的衛生講習至少六小時。,臺中 縣府 表示 這 項 新 辦法 最 大 的 特色 有 將 校 外 課 後 安親班 也 納入 托兒 機構 管理 收托 國小 課 後 學童 亦即 托兒所 也 可以 附設 安親班 為 提升 托兒 品質 將 原來 每 十五 到 三十 名 幼兒 配置 一 位 保育 人員 或 助理 保育 人員 比例 降為 十 到 二十 人 應 配置 保育 人員 一 人 明定 各 公私立 托兒 機構 內 專 辦 衛生 人員 應 接受 衛生 機關 辦理 的 衛生 講習 至少 六 小時,88,"{'High': 79, 'Low': 9}","{'Unknown': 23, '第4*級': 2, '第1級': 22, '第5級': 17, '第2級': 3, '第1*級': 4, '第4級': 4, '第3*級': 3, '第7級': 6, '第6級': 2, '第3級': 2}",4,Y,Y
